イヌパワー,ネコスピード,カメバリア,サルジャンプ,ドラゴンポイント,タヌキ運,フクロウ知恵,ライオン勇気,ウサギ敏捷,ペンギン冷静
23,10,58,33,9,19,89,25,69,91
31,75,55,69,41,92,68,13,40,95
21,58,79,71,67,79,60,17,93,24
35,8,86,90,68,1,8,46,15,99
2,70,88,29,72,37,12,90,13,16
25,1,37,29,95,77,56,1,33,68
84,99,18,3,27,34,9,46,17,79
87,69,72,66,46,29,13,2,33,24
3,55,28,20,44,36,62,72,58,27
74,9,20,37,68,83,64,50,77,21
53,8,40,55,99,15,47,13,64,22
77,41,81,63,55,36,0,27,56,90
40,57,86,69,64,92,11,65,44,70
13,89,68,73,58,91,65,32,10,89
23,2,19,79,70,79,87,51,18,35
94,90,25,45,22,35,32,57,50,100
98,6,1,1,76,40,42,80,38,73
17,91,76,56,54,36,7,80,14,75
8,86,19,21,60,73,13,18,3,67
50,70,26,10,5,26,54,3,53,69
64,89,11,85,4,5,25,93,22,69
23,67,54,68,33,48,2,82,33,14
21,16,80,89,18,60,36,0,26,97
64,96,96,98,82,72,73,85,84,92
17,39,21,53,37,3,43,21,82,3
51,86,78,55,52,93,49,54,53,11
2,33,18,18,67,100,100,57,99,96
42,67,95,13,63,33,22,52,12,7
82,1,40,85,85,53,71,72,85,88
24,14,50,2,39,68,76,93,71,4
29,77,63,35,48,63,70,34,83,98
87,45,100,15,39,6,51,31,42,79
7,80,83,34,3,43,40,82,16,78
53,46,82,95,70,4,9,98,16,11
98,56,70,72,58,17,18,46,8,0
53,11,31,3,80,75,10,57,18,80
11,58,77,45,41,63,68,44,77,46
76,19,59,51,38,82,32,46,0,26
87,97,52,9,13,95,79,24,66,60
25,44,2,3,91,36,86,11,68,22
48,89,80,47,30,90,27,61,27,8
53,99,15,95,60,56,82,59,0,61
3,92,76,25,44,32,11,55,50,56
46,60,45,74,34,29,12,32,45,75
2,18,0,98,8,28,47,7,66,29
17,96,2,87,81,37,60,3,26,63
96,23,52,22,96,91,12,69,100,17
71,68,8,15,43,8,92,58,27,46
22,95,2,72,58,37,15,81,78,12
61,32,98,68,90,91,78,68,73,10
73,31,86,49,8,51,30,20,47,38
29,46,40,94,65,39,46,32,48,91
6,49,95,60,29,76,25,13,6,85
38,83,60,40,13,35,39,8,74,79
32,90,20,58,49,38,25,58,20,50
52,13,10,42,96,21,58,63,38,23
95,44,72,71,2,12,9,48,73,80
59,83,86,65,51,27,77,88,95,83
70,16,54,4,29,77,25,37,90,82
39,91,58,21,92,61,28,59,49,84
33,45,65,62,45,50,100,81,12,31
78,43,82,71,35,1,87,76,69,59
79,52,2,60,92,81,100,30,44,54
1,10,22,16,54,8,44,69,29,30
22,47,30,74,19,35,36,73,34,40
26,7,99,40,24,8,48,36,68,37
6,56,17,70,92,93,59,46,11,60
61,79,51,75,6,74,74,13,80,35
77,72,70,68,78,82,70,82,73,56
72,17,47,93,50,42,93,9,19,17
63,10,71,17,77,4,38,94,24,48
58,50,72,41,96,3,98,31,97,3
8,54,79,53,61,83,78,0,10,29
14,77,100,53,18,2,17,64,45,88
76,3,35,44,81,34,19,89,96,77
53,64,61,98,74,39,89,14,90,52
2,84,23,32,50,48,40,13,28,66
30,52,33,48,4,39,13,0,57,86
85,52,10,71,95,79,25,55,79,77
5,100,80,43,13,14,30,92,31,9
61,9,80,63,63,52,84,15,36,36
8,47,85,96,53,39,11,5,100,38
89,14,16,75,63,72,34,53,24,93
56,12,92,2,19,27,29,29,80,59
24,1,90,65,94,99,56,27,17,54
67,8,69,34,29,39,20,79,62,82
71,30,89,94,60,45,6,44,94,6
76,95,15,82,66,92,82,13,97,43
64,58,64,28,1,54,81,31,32,82
94,36,45,69,71,98,9,39,31,80
98,25,19,83,86,68,27,19,35,77
73,78,31,26,60,74,65,59,92,23
71,1,11,15,56,23,18,2,85,51
33,24,95,30,51,11,76,16,26,68
29,52,33,55,21,93,0,96,97,50
59,42,83,54,37,3,12,93,54,28
69,45,68,100,100,49,51,27,68,6
47,0,67,36,83,87,38,36,15,38
99,52,17,31,83,86,17,15,50,87
52,16,15,11,90,3,93,11,16,33
61,88,82,25,72,91,61,37,67,61
31,20,40,17,30,98,56,59,37,11
9,34,28,17,88,30,47,4,96,46
47,57,22,64,71,60,23,71,97,8
81,79,41,14,39,10,60,54,30,29
29,19,70,68,6,69,1,75,40,90
8,40,47,39,45,69,22,58,33,74
37,44,1,31,40,10,71,33,19,54
58,44,98,38,56,71,6,7,100,27
24,89,50,2,91,39,39,76,34,5
13,71,76,30,90,33,50,25,30,4
48,41,11,64,18,13,71,82,48,97
72,21,33,90,60,56,80,75,50,42
35,20,49,88,90,93,100,8,28,24
84,43,79,25,66,65,55,14,26,57
6,43,7,35,10,12,42,72,34,6
72,18,52,28,17,42,24,48,21,84
28,97,75,31,8,93,81,81,76,86
74,100,4,17,36,14,16,33,10,98
59,61,45,62,88,57,66,85,77,77
44,91,97,54,53,40,63,10,71,84
67,88,67,42,69,5,57,20,36,15
35,94,70,5,40,5,3,94,95,26
89,19,41,22,2,57,85,92,83,23
4,43,88,6,3,15,75,23,68,68
16,51,44,85,97,4,33,16,80,54
2,1,22,13,14,75,81,38,43,53
99,67,88,98,35,30,42,47,8,2
100,7,23,45,4,66,10,57,54,65
82,39,82,69,80,42,73,28,86,1
95,7,52,18,58,51,49,100,0,87
50,98,60,5,9,65,17,70,77,37
63,80,39,12,44,48,60,35,5,50
50,69,22,52,18,4,23,16,8,43
37,53,32,63,47,60,15,17,23,89
72,98,16,18,94,22,41,25,8,4
29,44,50,5,58,35,58,99,60,25
1,84,84,70,92,53,30,88,24,8
77,43,61,17,10,24,80,86,89,100
68,81,24,13,51,39,84,82,29,39
4,12,86,21,42,53,100,58,44,37
25,99,25,68,0,77,72,67,26,31
59,20,61,68,28,76,88,43,1,70
16,61,49,35,75,6,43,53,81,34
34,1,51,40,86,35,64,64,60,50
81,1,53,29,40,30,21,42,40,75
89,47,53,21,89,17,96,98,82,16
43,2,1,77,0,89,100,85,27,49
87,78,6,12,37,33,60,8,67,76
28,60,5,51,64,40,39,20,19,80
64,9,38,94,11,36,73,57,75,0
58,82,92,77,50,45,21,86,83,90
40,46,92,49,60,82,68,95,5,92
29,35,75,98,6,23,7,88,86,79
25,79,26,93,92,7,80,99,82,19
10,68,64,52,64,90,54,95,18,71
50,98,56,12,17,46,51,35,23,72
71,93,1,84,98,29,71,0,8,1
93,88,66,64,64,59,76,12,90,2
83,43,26,20,98,73,70,8,74,38
54,33,37,15,68,37,67,6,66,97
6,15,86,31,69,43,51,40,15,59
52,92,100,97,6,31,25,30,84,54
88,85,94,37,28,70,36,76,30,47
95,31,15,77,96,35,93,70,68,53
91,50,59,47,9,5,95,30,35,59
97,34,99,59,23,90,24,28,36,79
27,74,56,46,77,34,31,35,29,39
11,79,9,69,18,80,2,83,2,57
88,100,74,11,32,36,82,39,49,1
69,11,0,19,26,14,44,13,30,99
39,50,92,81,58,13,74,75,13,83
75,76,61,56,52,51,89,58,77,30
44,19,60,71,88,3,57,46,9,67
100,89,70,32,81,38,84,93,90,18
3,80,31,94,89,30,9,39,70,33
68,11,86,8,20,57,10,79,67,17
43,23,54,75,60,22,32,67,78,38
44,82,81,25,23,23,79,90,90,3
91,92,96,77,27,15,48,20,9,21
50,82,17,60,85,65,47,63,100,6
8,14,8,27,65,62,87,91,28,99
15,38,5,50,48,7,10,11,80,63
94,8,98,100,88,47,56,45,37,33
48,55,98,28,67,80,22,85,83,14
88,60,79,48,80,54,93,60,91,17
64,39,97,16,48,63,14,76,49,71
78,13,33,95,84,19,38,55,77,46
47,46,73,82,70,65,90,74,9,47
45,89,93,63,32,74,89,93,72,96
78,83,55,72,49,7,31,39,3,37
50,12,87,79,36,21,19,41,28,40
65,42,62,91,36,80,76,1,5,32
27,81,73,4,56,96,35,27,57,81
92,52,23,55,29,13,50,60,37,59
33,30,15,98,10,22,87,28,57,60
77,66,99,94,20,78,8,88,14,22
62,35,50,20,15,41,57,26,56,69
90,34,72,46,6,24,67,49,96,0
10,6,87,95,79,60,9,28,66,76
58,24,35,23,98,40,98,44,13,46
29,79,23,58,84,41,15,92,20,88
18,97,34,26,9,33,21,82,4,36
79,46,99,88,10,47,41,90,43,84
8,5,98,52,78,44,49,4,22,6
18,77,99,15,11,99,1,35,71,44
76,99,18,82,23,39,83,18,72,16
32,0,31,66,20,65,77,64,33,95
27,87,14,62,55,96,83,63,20,22
17,0,29,12,16,18,28,71,69,16
44,42,44,68,73,26,86,81,40,74
67,41,58,85,12,36,84,80,3,72
94,45,21,26,37,34,76,64,25,65
94,9,41,54,64,54,84,14,86,15
51,45,82,41,28,95,98,1,59,48
82,81,2,82,25,78,91,97,14,23
0,1,48,12,85,15,13,83,93,10
53,31,89,64,65,65,4,23,92,5
53,92,35,97,67,96,29,1,46,29
47,77,48,47,58,17,10,91,33,74
38,49,9,29,71,25,22,25,23,87
80,66,12,80,83,5,79,96,90,16
19,23,99,82,73,12,93,71,26,56
22,61,0,52,2,15,38,17,80,72
35,91,45,44,73,39,70,32,34,28
11,11,58,92,55,44,11,48,70,15
53,25,56,61,29,2,79,39,87,83
26,52,41,63,46,93,54,88,42,49
99,96,89,64,88,55,29,93,97,46
28,24,42,0,47,51,93,49,24,12
41,36,42,92,73,96,98,77,56,81
96,100,29,14,36,88,55,34,65,71
50,74,93,63,17,37,95,85,7,32
64,60,98,40,47,72,65,53,98,64
44,86,52,78,50,56,89,71,49,83
93,49,53,79,93,14,76,51,66,54
36,5,68,42,52,79,33,97,66,58
4,58,3,56,64,68,19,93,63,25
0,42,8,19,55,89,2,6,43,0
58,60,20,29,94,15,83,31,36,79
96,44,87,29,90,25,93,72,89,100
55,13,25,80,99,61,89,4,81,92
21,87,84,53,89,0,68,6,31,90
98,87,88,17,1,80,64,73,79,15
2,49,26,62,73,21,68,61,86,73
38,16,89,90,22,79,65,22,99,99
22,58,73,1,24,23,17,60,53,16
49,55,41,80,3,35,51,53,34,50
5,73,60,31,69,37,36,34,83,96
93,95,15,86,99,50,44,2,82,26
37,18,55,84,84,31,6,90,51,94
19,31,65,71,16,93,7,48,100,77
61,28,65,87,41,95,64,77,5,70
19,98,98,71,15,41,39,71,34,17
78,10,36,10,95,77,9,93,24,98
25,79,88,59,62,76,98,62,51,3
9,98,14,89,69,88,70,37,88,73
2,10,20,87,38,8,100,45,8,62
38,37,20,9,53,41,76,60,18,97
33,30,15,55,78,51,53,72,35,22
43,0,51,24,29,90,13,57,18,73
63,77,89,57,8,91,96,25,9,34
27,37,48,68,26,40,23,88,64,7
51,17,94,84,26,27,77,13,7,67
34,69,53,12,42,39,24,12,23,25
64,74,52,16,15,96,39,83,95,99
64,50,93,15,72,26,83,23,0,34
67,54,22,70,52,61,81,11,4,10
35,26,75,94,43,18,1,5,83,27
59,60,54,22,26,93,44,94,39,60
67,83,40,10,39,68,88,17,90,59
2,74,74,8,15,24,71,93,73,69
42,64,65,87,71,74,93,5,100,99
80,36,28,53,68,59,72,55,61,56
60,16,4,86,25,95,94,43,58,56
26,21,60,75,26,32,41,24,84,0
78,28,19,49,48,89,87,10,97,88
59,32,36,61,14,63,70,9,25,66
21,27,14,15,89,7,11,13,20,72
58,69,42,11,30,16,96,5,75,98
24,66,56,2,89,18,80,16,94,47
13,81,35,74,14,36,22,95,43,61
76,61,15,87,10,69,7,37,37,70
50,22,96,5,25,75,16,21,87,26
54,49,43,81,40,82,41,62,39,35
2,46,20,33,18,42,26,40,20,19
78,71,29,34,23,42,98,12,41,19
13,27,54,88,23,70,69,59,28,9
98,74,24,9,77,24,75,80,97,76
70,44,15,72,48,83,32,77,28,0
92,21,75,36,86,15,78,30,1,54
26,15,1,41,10,4,72,89,63,10
19,27,44,16,70,45,75,16,54,27
93,69,36,18,79,92,54,22,78,28
35,77,21,73,67,15,25,82,57,58
80,0,67,86,52,97,38,2,12,88
12,21,47,12,78,73,93,96,53,57
89,78,28,85,13,6,51,97,40,88
97,88,59,1,96,13,2,15,83,51
1,1,70,60,18,10,33,6,53,22
46,21,42,32,17,16,11,10,81,47
90,0,45,33,35,8,80,89,62,42
73,16,73,60,97,55,90,27,37,33
31,98,77,64,24,14,70,84,68,9
61,97,50,14,85,51,87,19,42,68
64,59,67,5,69,82,79,38,8,20
15,84,2,58,85,40,90,10,21,42
13,67,48,17,0,69,73,16,85,42
52,31,90,54,0,41,39,73,26,28
79,76,26,82,85,59,97,45,50,27
50,59,30,62,15,19,5,34,62,67
89,49,81,0,80,44,4,63,67,47
32,27,61,11,1,95,87,12,73,11
89,64,48,57,60,44,81,81,92,98
21,18,44,25,20,76,31,66,98,44
32,88,79,83,29,70,94,35,62,36
39,91,61,45,39,3,11,92,41,38
96,14,84,17,10,16,49,35,37,29
65,54,81,95,16,22,92,27,85,22
22,47,40,60,0,63,21,57,100,58
13,40,89,99,98,73,46,34,99,51
95,52,79,96,21,2,20,20,32,4
53,28,4,92,69,82,83,7,41,52
98,66,23,68,75,87,42,36,30,98
20,80,25,93,85,62,25,45,93,33
14,67,24,52,4,83,26,53,49,10
89,75,75,31,80,70,14,57,54,41
47,38,90,44,83,50,71,7,68,24
6,86,91,12,5,39,59,74,65,67
16,21,89,44,54,8,82,82,76,24
56,87,18,32,41,96,30,70,85,68
54,63,36,57,90,39,20,40,54,50
13,92,72,12,34,20,62,37,72,39
81,1,64,24,66,81,1,71,49,90
44,62,49,99,78,20,96,65,15,81
98,46,44,81,44,24,67,55,19,60
46,76,46,15,2,39,65,10,55,26
59,32,33,57,92,92,3,26,26,93
0,72,86,31,82,40,10,84,76,43
67,76,84,57,32,12,60,32,98,22
96,83,95,48,6,3,52,15,30,77
40,82,61,92,21,55,58,38,16,95
71,72,5,9,23,91,90,74,90,55
11,85,97,50,91,42,51,59,72,24
83,60,71,69,25,41,71,93,73,89
30,17,17,96,15,72,81,3,18,82
28,66,69,94,12,48,21,32,19,49
91,60,16,25,26,64,31,61,24,33
6,33,81,68,63,13,48,34,52,33
21,26,17,7,45,37,7,71,67,28
3,16,72,2,5,14,32,49,16,62
32,18,5,32,95,46,4,15,31,3
80,9,94,88,77,75,60,23,49,69
1,43,2,33,88,29,55,5,52,25
65,75,50,68,96,21,90,95,6,97
90,65,72,70,39,73,60,29,13,45
45,43,14,20,16,5,61,82,14,86
40,23,9,31,6,46,30,28,39,64
11,87,34,85,28,48,81,4,88,56
48,23,91,16,25,21,70,34,92,37
11,46,82,69,63,66,83,86,26,47
68,45,84,61,19,37,2,89,24,8
32,99,81,41,51,16,42,56,35,64
69,65,3,49,26,10,24,82,39,76
2,66,79,55,84,73,0,44,99,66
69,77,17,39,39,70,11,65,49,45
15,57,59,87,40,59,32,43,18,53
86,69,53,45,18,90,54,29,32,77
29,82,80,9,13,58,54,5,76,86
68,97,27,17,81,74,0,40,99,65
41,50,98,61,98,71,34,55,57,28
35,11,57,54,41,53,43,12,90,76
1,52,19,100,88,82,9,3,77,6
79,6,45,65,46,93,43,81,21,99
77,47,67,77,10,48,62,93,38,89
100,47,78,92,14,37,16,64,94,59
88,83,57,99,29,66,61,99,95,86
20,22,47,79,98,30,60,49,39,60
34,82,37,87,95,47,60,14,61,30
75,89,50,16,90,91,15,100,40,83
11,48,45,24,73,66,36,69,42,77
52,13,72,88,79,74,35,39,20,57
71,56,42,84,13,14,7,0,7,22
66,77,90,11,72,84,77,87,42,83
59,89,61,16,63,70,34,47,85,15
35,67,86,62,34,96,89,0,29,86
62,17,80,66,95,70,59,50,65,3
56,26,90,2,48,62,98,11,1,63
72,67,19,15,1,13,75,72,85,18
47,89,51,78,61,62,23,44,73,63
75,23,17,18,0,79,86,82,23,25
66,38,36,97,92,41,63,71,31,10
48,47,93,42,36,21,96,36,81,9
71,25,77,84,5,76,65,21,16,14
94,11,16,95,17,34,54,43,30,73
79,14,89,96,100,44,97,78,87,95
85,24,58,35,89,44,71,28,5,2
100,14,96,13,22,26,34,69,83,96
33,95,54,57,44,31,53,35,64,8
63,66,90,7,87,43,39,2,4,60
52,84,22,63,96,65,98,77,77,25
19,15,78,1,34,42,87,30,79,91
85,66,51,16,5,77,4,92,66,50
59,63,22,94,27,91,53,98,69,36
24,100,9,16,69,71,18,60,40,60
12,52,19,68,35,62,78,30,54,23
52,77,75,74,44,2,44,5,13,55
73,32,4,79,24,57,80,14,49,79
66,55,7,54,24,50,40,65,50,62
70,9,86,77,35,7,4,24,52,49
45,1,75,11,81,75,37,18,7,59
33,66,100,93,93,43,36,2,14,90
41,52,71,11,28,91,19,97,58,77
84,69,43,32,33,7,29,26,5,55
88,2,69,23,96,64,72,6,9,46
27,71,59,39,68,28,62,40,86,7
1,70,13,81,28,24,96,5,36,46
52,51,6,2,43,18,89,45,84,74
87,3,81,66,9,56,38,98,49,77
34,8,15,17,69,27,81,19,65,65
11,29,51,48,9,30,92,67,39,78
14,37,26,60,6,5,36,49,30,77
73,28,30,34,74,81,74,27,68,89
98,65,58,86,0,1,84,30,43,59
57,80,41,95,83,35,76,63,58,79
64,47,84,60,19,36,49,41,73,69
30,30,14,71,57,52,24,51,87,15
89,55,70,13,77,86,62,94,58,60
96,11,65,10,26,51,95,16,82,90
75,30,26,16,29,10,9,81,62,37
33,23,90,31,66,36,58,6,19,77
56,100,12,59,11,48,54,64,100,62
21,60,19,20,88,3,22,80,24,33
57,21,91,30,90,93,59,75,45,15
88,99,23,68,29,77,42,85,49,55
30,26,32,80,63,20,33,23,40,15
48,71,31,95,30,58,73,84,69,64
99,40,69,41,46,20,3,36,32,8
49,13,97,24,16,54,53,96,35,14
54,86,59,8,36,50,57,17,5,80
97,88,31,47,94,13,27,57,10,95
66,3,97,34,32,11,0,44,78,72
28,61,97,34,5,47,53,68,76,10
69,13,77,90,9,12,55,34,84,40
43,99,46,85,25,39,99,82,40,55
57,64,92,6,88,57,56,57,87,68
51,38,86,35,37,87,91,48,54,74
25,29,42,77,51,45,72,76,54,25
97,29,3,21,96,15,82,59,81,15
22,82,23,6,95,55,2,47,53,56
65,88,98,13,8,7,92,7,48,4
52,87,3,21,91,85,73,52,17,27
57,93,65,70,70,35,19,30,100,73
41,79,65,14,23,68,85,11,46,72
49,2,5,62,99,11,13,65,47,72
35,31,16,57,91,71,53,85,67,9
65,76,94,80,3,56,47,3,67,16
30,94,87,38,26,57,81,74,77,25
7,48,6,22,41,59,60,10,99,67
43,88,21,55,80,97,70,60,99,13
77,34,31,80,88,75,24,65,28,29
95,18,58,65,40,42,86,46,66,58
45,37,34,28,12,45,29,35,38,98
13,59,65,6,7,12,7,10,3,68
53,41,26,47,90,38,83,21,44,86
96,69,65,65,31,78,80,98,68,35
46,73,72,76,71,54,42,10,18,12
71,65,74,39,82,93,3,24,71,12
12,47,87,43,59,87,66,67,32,12
78,57,29,90,96,5,15,2,29,41
11,62,85,81,27,70,93,61,100,77
83,80,0,59,10,5,12,58,59,74
85,29,32,35,15,48,5,89,68,100
82,92,23,80,21,44,49,98,60,11
17,85,32,63,28,78,1,72,67,89
21,44,57,51,66,75,35,51,89,62
22,14,16,64,84,56,41,87,86,13
15,55,99,31,13,26,94,28,99,87
22,1,50,76,25,42,10,13,3,28
19,17,77,14,32,12,38,54,87,39
85,73,54,91,30,95,13,63,3,67
45,14,44,10,23,23,84,12,43,72
2,57,39,98,27,55,93,22,60,77
80,23,77,64,35,8,25,20,0,40
94,90,8,92,20,89,22,70,67,68
17,35,5,38,23,32,43,57,77,50
86,12,98,76,42,21,35,33,24,85
33,35,16,78,79,60,13,81,64,48
19,79,73,80,79,81,69,41,42,60
3,100,17,22,62,49,62,17,12,4
71,12,61,83,98,32,86,92,43,78
90,46,96,58,53,33,97,51,0,31
82,94,68,60,67,46,73,38,58,31
27,93,94,86,21,98,44,87,20,4
91,90,91,46,10,22,79,55,17,56
19,60,100,57,24,69,86,89,50,49
63,15,9,73,29,64,2,39,79,68
17,84,98,65,79,97,16,44,68,47
48,52,79,40,41,82,25,76,76,28
85,65,67,50,54,1,41,89,90,53
13,96,76,0,29,63,90,5,29,83
53,87,84,64,0,35,75,50,90,63
91,34,11,75,47,84,39,86,93,98
10,3,36,32,14,20,22,79,57,96
54,32,77,43,36,30,63,76,48,14
22,70,85,46,89,17,87,91,65,39
91,22,65,85,44,52,27,57,19,68
1,85,65,28,92,36,55,30,35,54
12,7,26,75,96,0,94,98,17,17
24,49,93,55,19,61,72,80,55,92
34,11,11,65,21,4,25,18,11,75
54,56,65,91,84,29,40,45,49,18
55,89,81,64,7,61,6,15,11,13
98,86,76,87,58,48,90,6,96,76
64,63,54,22,12,69,18,9,44,1
17,55,46,59,80,38,77,91,37,76
26,50,79,46,93,57,64,38,87,28
73,86,29,20,75,23,38,89,73,74
2,66,15,16,90,10,28,30,8,6
93,91,97,31,77,45,93,36,57,40
85,0,69,87,40,67,49,12,94,70
16,72,97,25,93,23,76,58,18,20
71,60,4,30,41,3,67,67,82,2
44,59,55,46,73,78,89,76,52,71
52,19,81,90,80,2,18,48,86,41
80,71,88,64,88,63,2,8,67,91
16,39,8,83,52,27,58,3,35,17
96,65,89,12,69,37,23,83,11,34
89,99,74,32,25,3,20,22,96,15
34,50,98,58,80,50,42,75,73,31
0,25,6,92,10,6,72,81,86,89
54,40,54,6,90,52,77,31,76,17
100,48,48,79,46,64,24,58,54,46
35,57,67,20,19,14,50,85,79,52
47,45,14,100,1,41,100,46,18,57
32,82,81,33,93,37,59,33,75,20
32,55,5,43,16,89,25,40,51,44
38,74,81,47,12,11,51,70,70,59
73,51,38,86,16,39,3,30,19,66
61,23,88,22,29,93,27,84,0,96
52,28,73,97,84,15,69,87,15,80
49,83,10,95,33,15,56,68,58,65
64,53,52,15,16,60,8,9,6,0
2,76,25,16,75,44,23,30,93,77
24,95,71,48,75,89,16,0,27,14
36,83,51,50,43,73,32,62,69,70
49,95,97,19,87,31,35,70,49,5
42,1,36,44,59,50,37,82,88,51
49,6,48,83,91,52,61,87,48,34
14,88,52,13,45,83,57,49,23,55
4,8,21,76,68,88,16,19,30,68
41,29,73,53,76,95,90,15,81,15
87,67,36,8,86,44,82,38,96,96
77,4,71,45,9,66,40,33,24,20
92,43,59,23,57,18,23,84,47,74
9,38,8,39,24,96,13,22,28,77
21,32,44,99,10,62,75,96,11,31
90,13,33,19,52,94,26,37,100,3
93,20,65,93,86,23,12,87,19,82
25,20,12,20,48,60,33,20,72,99
21,28,57,78,89,33,15,57,3,25
24,56,99,67,50,71,11,100,12,78
100,26,62,69,39,83,43,55,73,80
50,58,84,72,94,20,93,14,29,20
58,74,5,38,4,42,28,64,83,10
86,100,30,55,14,35,84,91,74,81
48,94,83,9,79,96,23,59,74,92
71,86,20,72,37,55,94,100,25,18
16,65,74,53,57,62,15,88,24,57
85,74,29,95,78,0,84,15,11,29
10,21,0,79,28,97,45,10,76,87
50,12,63,48,18,62,19,79,84,61
5,72,47,45,84,91,65,57,80,42
49,9,89,6,0,90,38,29,26,78
64,97,23,56,49,88,20,92,89,76
38,84,65,34,68,84,4,75,98,65
68,22,48,0,13,22,87,31,69,95
57,70,89,89,64,74,77,56,85,63
52,1,25,94,33,73,59,3,15,27
79,57,48,93,33,16,37,52,82,32
43,40,69,70,50,87,85,79,81,80
61,38,96,64,73,51,55,29,49,30
86,14,18,30,88,8,69,28,55,65
89,73,95,11,67,78,11,77,7,56
98,30,35,63,59,0,35,17,35,76
60,9,60,95,66,58,20,8,48,81
77,44,95,19,41,66,94,36,25,51
34,98,70,64,99,20,53,87,97,58
3,42,88,76,33,57,34,77,42,96
59,31,33,77,72,30,14,30,43,38
35,67,76,77,39,49,98,61,21,24
3,58,82,78,23,7,4,59,35,94
13,77,58,31,96,69,88,91,7,97
15,68,46,42,71,48,61,31,89,5
15,88,76,41,85,12,0,86,16,93
13,91,5,15,67,89,58,31,79,76
13,65,39,48,11,48,92,61,22,60
2,3,35,74,82,92,22,3,15,81
42,64,71,87,61,16,61,47,24,46
71,39,98,42,80,15,16,50,48,53
81,67,82,75,72,84,86,85,67,8
12,12,75,70,59,19,19,65,21,46
71,83,70,98,70,79,48,62,69,70
53,17,72,63,9,3,8,38,32,28
63,98,40,30,78,45,17,55,22,71
15,30,28,77,39,53,84,73,18,61
37,7,82,60,56,39,0,59,10,88
100,65,56,100,58,42,38,27,27,87
48,25,94,27,68,78,58,15,45,78
76,13,31,12,61,9,23,29,91,8
50,77,25,5,49,64,20,91,25,92
50,8,92,11,69,39,88,24,66,9
14,47,45,50,82,65,69,41,23,35
0,1,69,62,41,54,78,29,66,71
97,72,48,72,13,38,6,78,62,94
90,47,23,65,93,47,99,23,54,13
85,83,30,56,90,78,7,24,29,5
13,20,82,79,50,56,60,12,83,27
1,8,86,34,47,6,6,11,24,7
29,80,75,31,75,40,14,1,59,93
46,85,72,4,41,36,64,61,26,6
13,67,89,43,64,43,38,94,8,80
35,86,79,1,76,35,75,83,57,100
34,70,94,22,73,57,89,28,7,38
50,29,83,89,10,98,14,68,58,35
63,54,18,6,97,51,56,91,78,43
43,45,6,84,80,5,36,100,4,84
19,81,16,45,97,37,62,60,77,20
71,17,65,73,21,94,38,97,41,66
39,6,95,91,19,66,28,32,62,54
32,23,60,14,18,78,54,66,37,7
14,60,34,36,30,53,75,45,75,54
31,22,52,72,57,94,69,24,69,72
64,71,23,92,22,45,46,23,31,12
69,34,22,82,41,50,82,91,6,91
81,88,92,4,1,91,48,26,0,95
72,44,90,83,11,31,51,47,10,38
29,31,56,4,77,2,57,7,83,49
40,88,1,7,58,21,70,89,32,37
1,30,84,28,60,94,30,17,32,95
73,38,100,64,70,84,8,10,86,61
63,71,95,7,52,15,71,31,20,5
22,49,2,96,41,23,76,96,39,26
1,40,25,97,32,65,83,2,1,71
28,3,96,80,57,80,80,7,65,35
93,96,22,58,5,85,41,36,54,29
39,60,57,80,27,87,39,51,44,78
14,95,38,88,42,87,55,93,70,16
57,23,24,41,98,81,42,82,41,84
69,76,70,10,82,92,6,100,91,21
83,98,95,71,3,28,38,57,12,87
36,42,3,38,12,48,65,9,44,90
52,63,73,87,39,8,53,88,24,52
25,62,74,59,94,37,31,84,92,51
91,40,90,36,92,71,47,93,15,63
18,2,34,55,89,46,96,16,96,31
10,67,55,49,2,11,10,65,62,74
30,94,98,27,51,28,71,60,8,2
82,11,20,67,68,19,13,31,50,80
4,45,33,39,89,61,82,51,31,74
59,15,57,57,31,30,88,23,35,75
12,49,32,84,5,92,22,95,57,75
33,90,12,13,29,21,8,24,35,22
43,35,96,9,99,39,24,8,80,36
3,6,35,50,99,19,14,54,32,97
20,61,47,47,89,70,83,40,99,82
25,30,76,26,67,59,1,83,96,34
27,91,17,72,83,95,92,49,61,9
50,93,15,64,34,23,23,50,89,10
44,3,24,40,13,41,83,17,51,12
7,94,34,76,62,2,95,93,15,74
48,62,80,21,84,4,68,97,26,17
38,81,41,65,36,97,54,46,56,15
61,75,33,25,76,38,13,11,31,45
3,16,62,45,88,67,41,5,52,69
83,71,67,98,46,35,31,44,66,99
6,86,6,34,42,0,4,15,54,45
66,62,51,71,18,18,78,4,48,79
22,52,76,15,9,18,79,96,87,1
36,12,89,20,54,41,60,68,13,63
0,56,74,32,92,20,6,29,94,94
40,0,89,91,83,75,86,3,91,95
42,57,79,15,66,42,85,73,44,24
35,86,91,47,18,83,65,30,61,46
55,52,14,16,80,33,70,76,92,99
59,95,83,58,100,53,51,69,40,12
39,83,59,32,57,79,71,89,32,38
21,38,21,64,28,7,6,27,9,7
52,94,25,40,52,70,72,60,22,85
99,29,42,52,65,92,66,39,80,86
97,89,92,79,47,38,90,69,21,14
14,13,6,38,82,35,49,66,46,67
82,52,40,32,48,81,87,94,64,67
71,28,1,49,6,2,42,29,3,80
42,1,44,52,44,22,68,96,80,6
