イヌパワー,ネコスピード,カメバリア,サルジャンプ,ドラゴンポイント,タヌキ運,フクロウ知恵,ライオン勇気,ウサギ敏捷,ペンギン冷静
52,0,77,6,15,42,90,6,99,38
19,12,79,21,54,82,6,1,31,48
57,25,74,4,59,82,53,98,54,11
15,29,98,12,76,76,88,6,74,87
9,80,70,67,5,83,70,46,1,40
30,36,9,83,77,20,46,21,37,36
24,21,84,77,9,87,79,38,27,81
21,97,88,73,15,73,46,58,45,47
69,25,76,1,78,59,88,12,74,16
73,70,70,72,2,52,84,77,74,13
67,2,39,88,10,69,18,23,61,13
22,34,53,70,98,100,48,83,99,8
62,97,75,99,81,27,87,21,84,9
77,92,74,62,100,97,69,34,50,86
84,74,19,72,31,76,25,21,49,49
40,11,90,52,87,25,70,14,87,15
72,41,9,84,49,46,94,72,71,25
38,99,48,23,6,72,20,63,22,70
70,47,18,27,80,8,2,61,36,82
84,43,58,49,24,95,85,19,72,32
17,33,64,74,13,24,26,69,85,7
42,2,59,26,46,67,49,10,3,79
51,78,11,24,13,21,79,44,70,70
45,30,95,3,97,49,10,83,18,30
88,69,84,34,76,41,94,15,10,9
92,14,70,64,28,66,88,32,24,12
41,73,18,38,25,95,21,79,58,51
15,30,26,100,84,17,34,63,46,81
68,63,71,73,0,44,70,64,51,63
63,96,34,81,91,32,25,36,74,76
94,91,50,38,95,0,85,39,79,21
3,65,32,57,70,97,52,45,81,50
54,51,46,100,20,100,67,41,39,87
27,79,62,4,82,60,44,25,6,65
48,89,79,47,42,68,59,82,71,60
81,10,78,65,84,93,53,0,70,43
57,88,40,62,59,81,54,33,91,74
50,79,32,12,38,14,87,22,10,64
99,68,91,56,12,89,39,87,58,88
78,44,85,75,39,52,71,28,56,76
52,11,61,34,76,64,95,0,51,59
72,27,70,6,83,96,38,39,96,2
48,48,71,38,9,27,4,33,68,17
21,44,40,37,100,36,63,68,67,9
84,45,98,92,6,62,18,10,5,7
72,98,22,32,51,18,46,46,57,5
36,69,35,45,54,22,41,66,31,86
78,23,68,2,99,71,61,33,33,45
56,20,47,86,20,53,66,82,56,18
11,15,100,13,67,97,100,25,83,66
40,66,63,57,68,25,48,40,10,55
35,94,44,26,21,74,8,22,13,55
35,88,42,65,88,2,33,59,55,42
30,82,17,68,54,99,35,6,43,18
10,83,6,91,92,94,55,66,26,63
25,30,22,15,80,16,51,81,42,43
7,42,29,96,28,56,47,62,36,83
6,39,29,96,37,81,8,38,9,16
3,97,4,74,97,64,13,88,88,67
62,47,15,35,95,11,19,54,15,4
82,90,86,27,17,96,85,72,23,3
54,98,11,63,70,6,14,15,49,91
73,96,11,71,20,92,62,9,19,2
58,15,30,4,6,32,22,90,68,10
100,33,65,48,45,12,45,3,49,90
57,18,36,99,30,29,65,61,81,66
16,28,87,38,24,80,76,77,85,49
60,41,13,28,55,12,67,93,68,36
6,60,24,72,97,45,20,5,3,85
54,5,49,4,85,27,34,27,31,32
88,21,19,9,27,30,86,32,4,15
44,58,69,13,99,55,83,32,50,63
19,93,28,36,62,62,57,92,43,31
64,76,60,19,7,87,79,89,34,13
35,97,97,67,90,7,21,33,23,20
66,24,96,80,46,0,44,54,61,63
56,79,32,31,20,13,91,49,61,9
30,79,48,5,31,3,64,23,3,58
30,25,34,43,28,17,50,78,57,82
26,73,82,25,30,35,88,45,15,44
100,45,1,49,46,88,56,2,91,44
54,7,16,66,73,17,30,36,14,7
50,33,33,27,14,68,20,6,26,17
74,96,40,23,45,42,30,46,23,5
52,16,68,98,60,42,5,53,0,26
14,97,77,94,41,94,37,54,74,64
91,94,96,42,27,93,52,51,19,81
1,17,63,49,41,18,29,86,67,2
92,28,83,97,45,35,4,76,18,97
87,24,38,76,90,45,35,77,86,61
12,39,13,96,29,27,35,20,68,9
56,53,5,57,4,50,98,44,49,82
87,37,40,19,26,38,79,77,73,46
0,13,81,30,37,66,17,85,15,99
81,57,36,0,82,6,0,13,50,84
100,64,0,40,86,45,24,100,77,19
14,98,43,96,55,21,71,4,79,56
37,85,93,40,88,78,35,95,42,80
37,82,60,49,77,89,61,88,83,36
100,52,99,95,36,46,28,40,57,13
9,20,40,44,34,4,13,25,14,0
21,94,67,15,56,43,72,63,51,40
22,2,68,20,21,0,3,81,69,34
24,74,5,81,25,43,58,71,2,90
11,7,46,65,41,57,4,26,41,26
16,22,51,91,70,24,68,55,54,97
41,5,50,4,81,62,57,79,6,53
20,25,30,62,98,46,35,75,31,96
3,89,45,50,4,65,19,74,63,58
86,57,18,14,19,61,24,28,77,88
21,83,89,96,100,93,27,47,79,48
77,29,86,94,8,77,52,18,26,65
50,74,42,45,4,37,24,94,18,27
5,85,67,15,63,40,100,22,29,91
48,60,62,77,36,15,0,51,62,35
55,23,72,75,60,33,36,100,84,83
90,67,30,83,86,11,67,77,17,78
43,99,18,13,75,10,68,82,92,17
32,68,18,72,6,71,68,72,82,25
54,81,12,24,78,82,0,71,42,21
82,91,48,18,14,23,59,55,30,86
27,14,27,95,36,21,76,73,36,35
80,60,7,52,37,93,71,87,4,63
14,15,76,32,43,88,48,70,29,63
73,94,49,76,75,94,59,27,61,74
21,73,27,48,27,71,28,98,60,62
86,95,14,96,69,37,72,18,24,10
49,71,25,57,58,73,16,44,96,77
67,73,63,7,68,11,25,40,29,41
41,45,20,95,87,40,4,51,1,38
36,50,22,30,90,51,85,70,65,58
3,5,88,27,89,2,49,0,35,37
92,76,35,14,94,55,49,19,0,61
85,63,32,23,99,92,67,14,51,14
87,4,9,2,8,92,97,93,15,41
37,16,25,70,97,69,78,68,27,3
36,45,77,10,53,98,32,1,89,48
73,40,53,52,91,11,90,84,58,21
42,8,89,88,58,20,22,75,76,75
55,32,44,51,54,38,11,26,22,94
78,64,61,97,19,72,83,82,73,43
3,69,40,43,67,81,91,55,52,76
54,48,51,55,15,24,4,98,73,54
77,32,50,83,32,29,89,6,49,57
3,8,82,30,26,46,42,3,41,20
36,85,36,16,71,50,74,11,34,65
98,1,88,68,6,91,88,63,42,27
37,60,18,35,8,88,66,38,44,58
22,22,98,53,87,5,99,36,37,19
77,46,21,34,3,66,66,92,81,47
49,61,42,55,96,93,74,38,68,18
53,64,42,8,15,9,3,91,51,94
4,86,49,22,36,70,63,29,49,22
32,99,15,42,51,39,19,95,59,60
88,62,12,36,82,14,39,3,99,54
58,52,72,19,20,33,2,81,46,0
13,98,36,79,4,62,49,15,30,68
61,30,6,48,63,57,83,66,22,66
37,91,89,56,85,13,71,82,73,66
6,86,68,17,19,61,74,4,100,70
74,15,6,76,29,59,7,60,25,100
0,97,57,37,6,76,94,87,56,13
80,74,15,53,89,59,86,95,32,73
35,66,16,99,24,83,61,49,50,91
32,62,53,84,89,35,48,82,64,94
3,0,87,60,65,11,84,79,16,31
68,50,18,54,2,2,25,2,90,100
15,81,36,79,27,58,75,2,25,56
100,0,35,94,44,72,93,41,2,97
31,46,25,76,43,69,97,86,21,79
10,45,88,55,16,97,73,49,90,58
90,64,36,87,63,85,60,51,45,34
4,34,49,42,14,99,58,14,87,98
40,85,90,98,44,8,96,58,8,25
91,57,77,91,0,23,78,34,10,86
39,5,81,4,83,30,87,98,19,54
77,63,57,15,54,96,58,1,99,12
20,75,99,15,78,95,8,63,78,93
27,98,19,21,90,33,22,12,24,14
98,61,95,16,23,71,62,91,1,39
83,13,69,67,41,85,94,72,43,11
98,80,87,3,35,20,10,45,20,85
63,25,27,22,100,24,0,21,40,30
18,17,11,54,83,89,53,79,94,18
54,79,100,25,2,41,13,28,42,14
26,4,8,83,93,12,25,61,95,100
81,3,51,48,97,79,69,87,98,80
71,85,99,96,34,84,45,17,65,57
92,5,14,16,92,54,48,11,11,36
85,6,46,4,13,49,28,93,29,48
17,35,22,37,30,36,25,67,95,56
9,3,1,14,16,31,92,98,95,89
21,94,4,23,56,72,87,83,57,97
25,49,26,82,18,9,86,66,33,31
21,66,47,71,77,32,41,43,33,60
16,39,19,26,95,25,80,14,3,35
50,33,86,61,21,25,97,69,64,72
36,40,42,100,80,56,57,80,61,35
18,30,86,85,4,44,44,71,0,42
88,85,27,8,59,11,23,72,44,32
18,47,34,70,96,7,15,41,42,99
44,10,32,67,74,84,82,16,93,90
74,93,92,70,26,83,10,23,9,58
5,54,18,24,9,39,67,96,48,12
67,14,50,23,29,48,57,21,40,22
37,19,79,15,83,71,11,37,41,82
76,87,91,71,9,77,94,31,61,7
74,21,25,37,42,31,5,46,70,8
31,4,47,56,35,3,59,81,77,85
96,58,38,26,76,42,9,56,44,75
91,66,47,99,52,80,99,34,76,17
69,87,12,69,21,26,0,82,71,88
82,90,26,84,87,22,23,44,50,87
88,3,84,78,29,30,66,73,4,96
69,54,16,19,69,50,100,91,4,32
86,28,1,68,75,35,93,89,37,43
27,80,67,10,70,73,32,4,87,82
62,28,40,64,79,2,37,24,50,91
79,38,43,69,36,58,98,34,16,91
3,84,47,73,98,45,16,72,9,37
100,99,28,30,79,98,74,92,21,61
0,39,81,84,50,7,86,75,98,9
68,51,63,20,61,27,61,77,55,33
49,4,32,94,3,55,43,16,71,73
64,21,11,47,12,11,68,81,13,93
25,78,7,53,64,49,56,92,59,5
88,23,28,42,61,88,99,40,60,4
59,96,62,47,39,32,77,67,2,77
64,16,45,81,33,78,23,79,4,44
19,100,50,41,15,3,13,90,12,90
41,59,1,26,59,35,75,20,28,25
33,20,2,94,54,44,88,65,25,87
95,86,65,8,87,69,56,100,5,20
96,12,77,37,18,95,49,11,59,9
79,82,22,7,0,91,31,14,55,26
29,58,99,87,12,76,22,2,37,6
25,82,28,16,17,53,20,95,68,63
17,29,6,64,70,7,20,72,57,95
12,69,12,81,69,12,97,85,39,37
55,59,71,93,90,99,77,99,67,36
36,14,22,49,69,90,91,96,7,80
86,42,54,28,84,71,35,53,3,77
40,14,16,14,38,8,51,94,15,57
4,82,39,15,53,68,100,34,41,65
71,72,78,4,37,56,76,52,11,82
91,87,7,9,87,41,61,76,31,39
90,67,53,76,90,35,3,11,71,69
78,30,77,16,15,1,68,23,89,14
31,89,8,0,100,33,29,53,58,9
65,23,79,98,53,75,6,37,42,88
26,63,8,64,23,18,43,47,18,87
4,49,97,3,81,78,73,78,70,36
48,99,92,67,23,62,62,84,12,53
25,95,85,71,73,59,50,68,100,78
86,54,61,9,52,57,77,77,51,36
79,35,38,5,7,69,90,76,11,3
94,71,43,34,96,95,88,96,25,67
81,63,53,96,70,50,35,2,54,0
1,69,23,87,34,36,99,74,46,22
88,80,66,18,2,88,39,21,91,81
36,44,18,95,29,11,27,66,54,52
72,51,61,65,23,70,88,48,60,40
45,46,69,26,10,67,8,44,51,27
47,22,30,51,82,81,78,28,79,86
46,82,35,68,85,26,93,25,19,52
77,52,59,72,84,56,73,66,43,70
26,45,12,63,73,88,6,12,33,14
89,75,100,70,72,29,31,71,92,3
63,90,9,30,74,51,87,99,7,38
95,64,90,100,95,13,29,7,74,84
47,68,35,60,28,30,2,35,42,47
14,35,37,45,69,72,56,12,0,95
36,38,100,38,86,95,15,90,21,56
3,93,37,32,60,61,17,28,57,18
29,78,48,14,56,42,23,51,51,91
58,37,96,7,39,33,31,97,86,74
95,62,75,54,97,90,19,30,76,67
93,75,1,80,46,54,58,19,56,72
20,61,66,6,39,23,37,51,54,11
59,22,60,58,53,77,47,98,81,21
23,2,25,4,54,67,20,52,84,54
16,98,83,100,77,57,82,55,3,87
27,4,29,23,2,32,25,81,25,14
22,70,57,100,21,11,82,57,39,56
12,17,82,21,31,31,59,38,18,11
22,86,82,76,65,19,61,43,67,56
68,74,44,78,80,37,66,66,20,59
78,83,31,4,15,89,27,68,33,23
65,85,99,51,63,51,11,79,100,96
5,3,54,8,55,5,49,70,80,63
81,12,39,67,26,91,5,74,86,67
60,64,54,14,84,5,79,14,83,37
52,83,9,34,19,33,8,81,49,36
52,27,62,2,84,68,58,69,23,16
3,20,79,19,82,45,47,69,36,2
28,71,82,6,55,3,41,95,86,81
95,2,35,33,32,18,41,6,49,88
42,20,82,9,25,88,98,22,63,63
68,20,68,70,27,47,88,56,51,86
66,58,88,0,54,16,55,76,30,60
94,28,83,80,80,69,40,47,88,38
66,25,44,2,54,40,63,7,17,41
70,36,2,52,20,86,36,15,15,78
69,65,8,43,65,47,39,80,13,31
79,26,80,58,0,46,28,18,46,44
82,47,37,77,70,69,96,8,52,14
31,80,32,7,16,2,93,39,87,93
3,82,45,94,39,77,21,18,88,27
86,42,21,23,92,33,58,6,17,41
84,56,96,15,88,22,0,0,34,44
40,7,56,42,25,43,72,12,35,45
75,25,81,62,24,34,38,82,45,7
86,17,85,36,0,78,28,30,62,68
93,74,49,58,59,94,43,68,84,30
59,38,94,1,52,82,18,50,76,16
84,77,82,73,10,42,81,13,82,45
33,41,33,84,3,23,51,86,56,72
35,25,70,76,63,75,23,51,81,96
83,44,21,1,5,76,93,74,87,59
79,76,1,26,21,20,30,10,20,37
63,52,96,96,92,92,27,28,7,52
76,75,85,86,29,69,14,33,10,64
62,48,19,83,88,32,9,62,44,67
10,36,13,43,14,48,73,72,70,54
49,20,79,40,44,43,78,87,31,87
71,39,42,15,60,97,97,19,97,14
48,79,14,2,18,64,63,62,96,27
63,34,5,92,92,93,79,29,83,41
15,33,6,94,97,52,85,51,69,86
36,11,13,63,14,74,33,68,19,37
63,41,96,39,70,35,0,86,69,12
63,83,97,95,15,32,37,52,17,31
49,15,61,96,69,95,88,78,96,80
33,2,14,41,20,34,7,8,89,50
15,3,93,38,43,28,57,35,8,31
13,34,15,39,9,77,20,99,21,55
47,1,27,47,10,89,87,48,95,25
91,22,49,95,16,59,79,46,15,12
45,43,25,52,7,38,61,89,73,26
17,85,93,95,71,2,78,26,86,41
35,26,57,32,42,80,86,17,84,30
9,6,42,68,47,85,0,5,58,73
67,13,46,97,46,34,21,38,38,59
84,67,8,50,61,83,96,28,91,2
99,77,29,68,63,13,15,100,53,46
3,38,87,23,68,79,6,32,27,43
49,26,54,66,42,58,40,86,4,69
28,69,90,82,79,1,55,83,27,47
94,41,67,93,77,66,71,24,1,69
57,59,50,86,43,29,7,48,9,95
25,10,35,25,12,19,58,71,2,2
59,93,77,90,1,13,36,24,81,23
12,16,22,82,28,77,67,0,46,15
5,5,93,47,61,52,88,65,21,16
85,89,62,77,17,39,63,98,79,100
1,73,17,91,31,46,67,9,64,77
7,57,65,75,59,44,47,86,80,54
46,69,21,2,90,18,0,5,81,37
85,81,79,59,11,30,19,31,49,64
81,84,96,30,5,72,1,91,57,68
33,0,10,69,100,44,54,21,83,93
94,39,95,68,57,16,12,35,95,4
71,32,75,97,33,11,1,82,61,24
9,16,41,71,44,58,68,56,37,73
34,31,47,54,60,42,0,77,62,87
59,1,74,34,66,13,38,70,63,93
62,79,15,84,77,88,96,88,28,79
89,18,73,16,38,41,99,20,50,70
12,29,10,93,72,26,8,33,43,53
59,55,13,63,47,0,48,45,34,54
28,71,98,88,44,46,54,45,39,68
9,88,62,90,11,45,28,40,44,14
61,51,100,76,24,11,41,81,42,37
22,92,100,42,72,64,84,53,49,30
94,23,26,64,44,26,9,43,10,76
36,91,67,42,46,38,71,23,98,45
38,30,100,42,16,35,45,19,43,35
47,42,41,73,36,70,4,45,77,63
78,33,95,9,66,59,48,59,77,46
90,5,79,12,68,52,33,55,77,33
49,76,83,67,30,5,20,80,44,46
43,69,87,74,10,3,55,57,12,92
94,91,22,56,13,94,100,1,16,20
98,69,12,27,99,88,91,76,90,48
39,57,32,40,64,73,84,24,79,95
49,26,25,81,37,46,59,32,69,42
86,70,35,91,8,40,2,45,37,39
84,51,28,8,23,33,25,13,2,43
9,64,9,81,18,37,23,37,40,77
45,44,85,18,41,37,92,49,51,9
36,67,71,51,55,33,27,14,98,79
88,6,55,80,42,44,82,45,28,25
39,15,21,50,55,49,100,49,12,15
54,58,9,4,99,71,100,88,59,34
84,0,32,64,41,61,74,13,77,83
10,75,99,28,75,74,79,58,55,79
77,89,34,74,80,41,96,60,41,30
84,35,23,15,50,76,8,76,23,69
98,43,27,93,17,93,0,26,18,5
70,64,37,69,91,8,31,64,12,88
22,19,10,39,52,32,28,28,16,48
36,28,69,63,51,85,23,58,15,44
92,3,100,6,54,71,4,83,18,36
87,10,56,100,3,30,45,28,26,96
34,98,32,17,52,55,12,88,43,82
29,40,71,100,76,65,69,14,98,64
36,56,100,30,91,80,39,47,93,27
100,46,68,53,17,97,6,20,42,72
29,21,48,85,36,52,74,32,45,60
88,11,14,3,3,36,99,80,19,64
5,94,86,52,90,96,9,72,51,54
29,48,38,20,68,3,51,27,62,41
41,90,33,33,7,45,95,36,46,91
21,80,7,18,23,5,26,72,91,32
30,53,78,95,88,4,12,54,0,4
17,49,88,59,31,63,56,33,71,68
28,68,71,42,0,50,68,78,38,49
95,74,60,18,93,52,3,9,94,93
94,5,66,0,98,61,29,19,0,73
39,60,70,85,43,30,29,68,34,72
97,41,24,51,14,83,63,33,12,5
19,72,55,6,54,38,9,53,44,3
56,39,76,37,93,23,84,57,96,33
17,59,47,71,33,77,12,99,40,100
20,96,58,43,36,88,16,37,9,85
62,46,98,5,49,41,93,7,3,44
27,19,28,59,27,39,56,71,83,24
27,66,95,72,27,13,14,14,19,71
82,60,1,97,61,81,92,69,12,54
14,98,66,62,83,48,51,52,6,77
3,82,78,98,71,38,22,25,96,32
4,9,77,83,96,14,62,78,14,36
76,23,21,18,32,69,49,45,17,73
56,42,19,46,1,58,95,81,76,45
3,100,74,91,87,0,99,66,49,100
51,53,42,26,92,29,97,29,72,3
56,59,13,11,61,75,30,56,24,39
18,47,21,75,29,55,88,0,23,100
85,38,91,16,15,6,16,57,15,100
65,9,28,57,90,79,67,2,14,30
31,18,1,93,98,80,78,31,86,6
100,76,34,59,58,37,67,50,7,96
23,14,46,75,40,21,25,51,69,100
38,57,19,98,2,75,25,15,5,30
32,11,98,64,62,8,43,55,99,11
57,37,13,2,80,34,29,70,22,52
95,57,24,83,29,54,93,20,41,41
54,24,6,18,55,20,21,79,83,6
75,63,85,90,46,84,30,59,66,2
95,86,54,29,30,14,40,50,17,4
14,86,16,3,73,54,73,14,66,6
34,79,72,100,24,91,69,55,33,57
71,80,42,14,46,61,62,89,37,96
96,15,45,64,62,2,78,22,63,18
74,49,17,13,35,66,42,100,54,67
84,32,31,68,61,66,44,5,83,65
20,85,93,73,8,26,6,72,93,4
23,20,70,22,47,77,65,40,24,98
3,39,20,31,85,32,50,84,85,75
80,4,44,91,19,11,30,6,99,29
41,78,1,26,49,4,64,12,47,90
3,6,98,86,63,49,61,10,37,74
72,66,18,68,18,12,28,18,75,72
46,3,61,14,84,56,80,14,63,28
12,75,39,98,75,31,19,76,33,47
95,21,90,85,99,9,82,27,64,99
50,16,2,84,9,5,66,2,79,57
79,15,96,21,19,98,70,53,94,12
41,82,57,36,29,88,40,87,10,41
72,59,24,75,96,24,59,7,100,87
18,25,18,59,92,51,81,30,8,52
83,4,8,21,91,32,81,8,93,70
47,81,98,36,50,77,64,24,73,54
85,79,2,39,90,48,4,3,22,64
0,73,77,12,48,51,78,61,99,96
36,98,92,12,59,20,87,91,6,71
0,34,18,35,65,50,21,98,63,3
24,1,48,99,20,86,97,16,36,79
45,47,91,32,42,46,0,10,37,77
65,78,9,2,80,99,66,65,63,63
24,68,73,82,94,34,40,32,22,32
38,69,29,62,16,35,58,75,35,0
66,56,17,76,96,30,93,60,99,24
24,89,71,25,85,81,19,95,78,36
72,43,75,54,77,96,82,87,78,61
41,18,6,83,46,24,75,68,86,39
31,12,2,46,27,27,20,93,95,55
39,93,39,95,15,92,44,94,21,25
28,61,62,94,76,7,56,15,49,63
52,45,78,1,57,25,11,82,14,7
37,57,60,29,11,64,38,43,98,80
42,63,85,53,78,31,10,41,72,79
36,88,19,15,20,74,39,70,1,43
70,74,36,57,19,16,46,94,13,58
20,21,30,84,39,46,48,88,46,93
9,17,62,11,49,52,43,62,49,96
80,95,7,57,27,96,64,70,53,49
39,100,26,20,26,27,98,94,56,80
96,96,93,69,77,11,93,8,23,19
51,35,61,40,72,36,37,37,54,39
12,62,99,100,0,27,93,34,16,50
99,95,22,28,38,78,64,17,97,56
70,35,23,84,29,89,63,32,84,10
99,1,85,26,78,89,81,88,21,24
70,22,62,91,35,37,72,69,9,2
99,40,41,52,49,91,45,5,32,92
16,84,29,63,69,49,43,54,96,73
64,83,46,41,96,1,48,25,77,45
10,55,36,65,79,74,47,80,95,1
56,60,52,17,86,82,71,6,5,22
98,70,10,12,25,67,30,16,7,41
50,95,12,54,42,36,26,28,3,40
59,56,87,62,20,19,95,96,94,81
45,77,59,58,55,83,48,10,18,54
31,39,43,31,54,30,83,26,51,3
34,82,85,66,99,81,22,44,12,82
35,75,47,20,45,13,21,22,64,4
34,99,24,48,33,71,55,36,53,68
37,54,55,13,53,65,22,84,29,1
49,86,31,80,71,27,95,37,65,23
22,27,17,76,98,83,54,42,79,77
35,88,90,27,74,13,60,61,30,39
18,59,72,88,27,88,34,5,57,89
80,48,51,38,70,63,4,58,100,29
29,2,59,86,66,93,40,79,26,54
66,5,86,63,50,28,3,12,30,9
6,62,44,29,43,14,100,57,87,58
86,39,3,45,7,54,79,65,25,81
77,22,54,92,44,48,41,21,20,85
4,60,28,30,38,36,7,73,87,74
42,42,61,61,86,6,39,21,82,43
57,96,76,36,37,20,4,18,6,22
24,14,57,21,76,86,16,85,27,88
0,0,2,22,21,47,76,86,41,76
76,12,97,21,4,68,40,60,8,68
33,1,64,15,18,2,77,73,38,15
78,95,87,99,40,74,59,85,99,37
85,48,49,92,4,96,61,87,26,33
30,31,96,33,45,6,83,93,9,73
57,34,98,66,70,89,57,60,9,83
52,57,13,17,18,75,100,1,35,62
28,44,60,31,0,95,45,22,30,71
66,91,92,90,25,98,94,80,45,19
91,76,68,87,22,65,64,61,33,14
100,27,56,71,56,31,21,5,18,67
18,39,91,8,12,25,78,8,43,11
70,56,53,10,9,54,57,78,5,23
82,36,51,9,78,40,69,9,83,52
40,51,41,2,64,13,41,77,49,83
44,3,25,77,7,27,92,45,59,59
2,2,86,99,41,87,47,66,48,52
49,91,10,77,45,29,58,90,26,31
14,24,18,10,34,51,74,75,99,54
6,6,41,12,14,28,23,1,5,85
91,26,66,70,58,82,90,100,39,17
29,71,52,48,41,45,37,57,58,76
15,29,33,67,95,77,0,81,50,64
35,78,96,99,71,62,60,17,74,88
58,51,37,15,84,51,79,24,93,13
88,53,35,66,4,83,81,19,5,17
98,53,55,76,11,24,25,41,95,50
5,14,83,91,100,18,46,51,79,34
53,70,39,63,40,30,4,77,73,25
29,89,46,21,75,49,42,21,76,11
81,21,44,94,37,73,28,50,75,86
8,1,63,63,67,68,34,96,64,39
70,12,98,52,28,4,11,66,12,32
39,43,77,26,41,67,79,51,94,14
98,83,43,5,79,59,49,18,92,53
44,100,100,12,52,27,53,72,69,23
57,16,48,61,22,1,54,86,86,16
89,7,97,36,43,37,32,81,10,99
16,68,6,83,19,66,52,76,89,61
63,77,11,86,42,45,89,13,81,70
57,5,90,32,49,89,72,95,66,4
54,71,24,3,76,53,23,58,83,64
90,95,1,8,37,53,99,84,15,80
34,97,66,0,87,7,70,83,37,88
87,89,89,22,48,3,60,58,76,97
64,76,69,86,65,35,21,47,90,52
81,23,53,3,8,50,8,71,4,4
64,90,13,76,6,25,35,14,94,52
66,85,7,5,51,6,0,44,67,7
99,44,20,91,55,46,30,71,28,91
69,65,10,72,47,71,72,4,83,22
5,26,100,15,22,20,53,20,74,77
48,76,11,58,79,0,95,78,87,85
18,49,79,89,34,13,49,36,22,13
75,8,22,99,15,77,78,34,55,63
60,51,37,36,28,88,21,77,14,31
55,16,90,4,95,3,12,15,75,42
11,62,0,30,48,68,74,49,23,87
94,74,14,36,68,31,61,39,92,18
22,31,38,26,36,75,34,72,15,89
22,41,28,88,16,87,83,0,25,63
50,76,18,45,72,9,2,64,88,15
19,55,37,23,42,47,55,78,49,2
10,59,90,5,68,95,19,64,45,93
81,14,74,57,72,28,38,68,93,50
94,55,18,32,89,44,47,88,99,89
49,58,65,75,34,62,17,5,40,52
44,80,72,90,1,69,63,51,50,71
47,0,93,85,78,16,97,70,39,91
26,97,76,57,24,99,74,11,99,91
1,21,69,49,18,100,16,57,93,31
81,45,65,85,86,72,5,1,89,39
25,31,13,70,61,83,58,28,26,53
27,52,2,50,63,89,64,64,29,52
44,12,12,13,78,41,8,82,73,39
55,61,79,34,57,85,23,13,64,82
1,44,100,90,24,89,61,87,16,89
12,92,88,53,15,8,25,6,90,42
84,41,63,51,39,90,22,30,9,22
51,13,30,37,65,88,57,8,22,3
85,94,38,59,38,42,30,90,66,86
28,99,13,77,73,75,5,90,32,59
80,37,11,76,77,64,88,25,38,0
18,29,44,92,80,4,66,33,27,41
17,66,31,56,24,16,57,5,39,48
50,56,15,57,87,33,88,29,91,92
29,31,75,90,15,1,19,76,72,34
97,50,32,9,86,14,71,22,81,43
58,75,78,7,65,34,72,89,9,43
69,84,96,64,19,6,5,24,64,69
62,10,42,69,48,16,15,99,59,88
74,15,39,14,33,85,52,76,6,74
23,78,33,9,36,69,26,10,16,14
35,0,64,35,28,98,74,79,36,15
38,94,49,82,51,22,84,2,31,84
32,17,47,0,11,74,62,91,41,95
81,95,93,67,81,51,70,89,81,74
89,83,14,12,7,38,85,85,22,36
20,47,56,58,49,84,13,95,16,75
74,28,38,19,95,35,93,65,14,49
64,3,4,0,21,34,67,56,98,31
44,53,21,56,18,35,7,83,74,83
98,47,2,35,22,72,29,78,98,9
95,40,93,76,98,75,97,51,64,11
72,79,73,25,81,29,7,65,20,8
51,34,8,8,95,8,88,58,11,36
10,40,66,17,43,51,48,7,49,13
70,45,56,21,68,40,24,71,62,68
20,31,80,0,75,0,40,77,8,46
25,74,69,45,27,16,15,66,93,47
36,12,43,4,97,80,3,70,38,65
87,24,91,70,67,36,56,41,93,7
48,74,56,52,17,64,19,45,93,88
41,79,10,49,30,44,52,89,58,7
61,25,65,6,65,93,47,81,100,31
96,13,43,42,30,73,56,26,70,48
35,13,84,33,70,81,1,34,89,45
21,52,52,85,34,67,94,64,1,14
87,36,88,16,53,80,51,80,12,77
12,76,8,60,85,31,93,95,11,17
36,65,52,8,90,59,45,64,77,95
66,48,86,22,48,25,3,40,100,3
59,15,21,31,9,55,28,59,74,59
96,100,75,47,82,82,33,31,43,68
86,0,20,86,76,41,93,52,39,70
51,9,3,34,52,77,67,68,73,26
63,97,49,54,81,78,25,74,3,75
82,97,70,33,61,27,0,96,72,85
63,75,8,81,75,47,84,59,33,81
57,13,83,18,99,64,31,89,47,71
22,65,83,41,86,90,80,22,16,52
23,34,63,2,83,68,83,60,86,38
63,93,6,59,39,40,27,93,46,81
61,81,51,50,72,83,16,53,30,91
13,13,74,2,1,26,73,33,45,68
78,15,91,46,17,73,38,46,71,26
66,46,35,62,0,33,71,79,64,75
40,79,16,96,36,20,72,25,38,77
92,72,14,100,87,59,33,80,85,51
74,60,38,2,8,20,88,18,72,15
34,87,86,95,36,46,15,62,99,4
32,46,32,18,62,33,93,13,94,87
46,17,54,84,60,65,14,63,52,36
17,80,51,46,64,1,48,23,16,32
82,47,97,86,19,36,59,13,89,6
82,7,70,70,26,57,4,20,58,22
59,4,96,50,70,62,45,70,55,48
94,24,11,9,7,99,87,83,82,33
69,63,93,38,32,51,66,63,99,69
71,64,41,80,61,68,4,44,84,84
40,24,93,92,92,73,33,18,100,88
33,77,74,81,92,32,90,1,46,76
28,83,42,76,10,16,72,14,78,2
44,0,26,59,49,12,9,56,73,56
26,17,60,50,46,61,26,43,61,43
39,45,65,20,24,77,47,96,26,98
25,23,49,94,6,9,78,20,42,47
24,11,39,85,33,28,27,56,44,28
96,85,27,22,86,40,15,32,50,98
47,11,63,57,23,33,31,37,32,30
48,13,26,30,2,94,4,52,22,62
